TaxId	NCBIGroups
2182320	viral
2182321	viral
2182322	viral
2182323	viral
3038382	viral
2876597	viral
2163901	viral
347327	viral
1220595	viral
2100421	viral
2182346	viral
2696397	viral
1881294	viral
2182351	viral
2182352	viral
2182359	viral
2010329	viral
2182361	viral
1436889	viral
2718941	viral
2718942	viral
1852639	viral
2718943	viral
1883365	viral
1883366	viral
1883367	viral
1883368	viral
1883369	viral
373996	viral
373997	viral
2716914	viral
445683	viral
445684	viral
445685	viral
445686	viral
2813174	viral
445688	viral
2813173	viral
3015924	viral
1844477	viral
445696	viral
2790659	viral
445700	viral
2790660	viral
238854	viral
2768141	viral
2315535	viral
2315537	viral
869661	viral
869662	viral
869663	viral
2686238	viral
2821410	viral
2821411	viral
2821412	viral
2821413	viral
1340712	viral
1881383	viral
1965354	viral
1983783	viral
2559280	viral
2559281	viral
2559282	viral
2559283	viral
2559284	viral
2559285	viral
1881420	viral
1881421	viral
2899278	viral
2686286	viral
2825556	viral
1881429	viral
2860374	viral
1881431	viral
869724	viral
869725	viral
869726	viral
2686301	viral
2686300	viral
1088865	viral
1088866	viral
1088867	viral
2315615	viral
1881448	viral
2825579	viral
2827633	viral
2041205	viral
2041206	viral
2041207	viral
2041208	viral
2041209	viral
1891703	viral
2712956	viral
1406341	viral
2024840	viral
1340810	viral
1340812	viral
2995601	viral
2839956	viral
382359	viral
1887645	viral
3003809	viral
2268578	viral
1340835	viral
2823586	viral
1815973	viral
2981564	viral
2508203	viral
1815983	viral
1815984	viral
1815985	viral
2508208	viral
2082229	viral
235909	viral
433974	viral
1337888	viral
2315706	viral
753084	viral
2891199	viral
2891200	viral
753087	viral
2588097	viral
2315715	viral
2502468	viral
2833876	viral
351708	viral
2743856	viral
2743857	viral
2866663	viral
2719210	viral
2588141	viral
2835952	viral
83442	viral
2835956	viral
2877997	viral
2502477	viral
1916414	viral
2606591	viral
2948606	viral
2743862	viral
2835970	viral
2948609	viral
2835972	viral
2041348	viral
2835974	viral
2835975	viral
2686471	viral
2835977	viral
2835978	viral
2835979	viral
2835980	viral
3028492	viral
2420238	viral
3028493	viral
2565644	viral
2835984	viral
2565645	viral
2565646	viral
2565647	viral
2565648	viral
2565649	viral
2565650	viral
2565651	viral
2565652	viral
1586713	viral
2565657	viral
1586715	viral
2565659	viral
2653725	viral
2565660	viral
880159	viral
880160	viral
880161	viral
880162	viral
1300004	viral
1300005	viral
1300006	viral
1300007	viral
2053672	viral
2743846	viral
2743847	viral
2743848	viral
2743849	viral
2743850	viral
2909742	viral
2743851	viral
2743852	viral
2743853	viral
2565682	viral
2743854	viral
2565684	viral
2565685	viral
2565686	viral
2743855	viral
2743864	viral
2910766	viral
2836026	viral
2743858	viral
2743859	viral
2743860	viral
2743861	viral
2743871	viral
2565687	viral
2743873	viral
2565689	viral
2743875	viral
1486404	viral
2729541	viral
2565693	viral
2565694	viral
2565695	viral
2653769	viral
2565697	viral
2653771	viral
755272	viral
2653770	viral
2836046	viral
2653772	viral
2059856	viral
2743877	viral
2743878	viral
1732177	viral
2743883	viral
2743884	viral
2743879	viral
2301527	viral
2743887	viral
2743888	viral
2985562	viral
2059867	viral
2301530	viral
2743880	viral
2985566	viral
2250335	viral
673376	viral
2743881	viral
2301536	viral
2250336	viral
2743899	viral
2743882	viral
2743901	viral
2743908	viral
2743912	viral
2743913	viral
2059882	viral
1089131	viral
2301548	viral
2301553	viral
2301555	viral
2743885	viral
2743869	viral
2743886	viral
2739834	viral
2301562	viral
1123964	viral
1048189	viral
2836092	viral
2041474	viral
2041475	viral
2301573	viral
2041477	viral
2301575	viral
2743889	viral
2743890	viral
2711183	viral
2023057	viral
2743891	viral
2711185	viral
2743870	viral
2743892	viral
1775256	viral
2250395	viral
2743893	viral
2743894	viral
2743970	viral
2743895	viral
2762408	viral
2301609	viral
2234026	viral
2743896	viral
2041516	viral
2762409	viral
2041513	viral
2234031	viral
2041520	viral
2301617	viral
2743986	viral
2041521	viral
2743897	viral
2743898	viral
2041526	viral
1674926	viral
1674927	viral
2510513	viral
2510514	viral
2713267	viral
2510516	viral
2713269	viral
2301621	viral
2743900	viral
2510519	viral
687800	viral
687803	viral
2510524	viral
2510525	viral
2510526	viral
2510527	viral
2743998	viral
2041537	viral
2041545	viral
2801354	viral
2801355	viral
2801356	viral
2801357	viral
1042123	viral
2801359	viral
1042124	viral
1042122	viral
2301642	viral
2914003	viral
2914006	viral
2914007	viral
42683	viral
2301661	viral
2827998	viral
2930399	viral
3070003	viral
3070004	viral
3070005	viral
3070006	viral
3070007	viral
3070008	viral
3070009	viral
2963171	viral
2965223	viral
2965226	viral
2510576	viral
2081630	viral
2510578	viral
2510579	viral
2510580	viral
2510581	viral
2510582	viral
2510577	viral
2725616	viral
2797306	viral
2801403	viral
2510587	viral
2510588	viral
2725628	viral
2301693	viral
2725629	viral
691964	viral
2283265	viral
2283266	viral
2283267	viral
691965	viral
2815754	viral
2905867	viral
546808	viral
2776848	viral
2776849	viral
2301714	viral
2301715	viral
1468179	viral
2502421	viral
2502423	viral
2502424	viral
2502426	viral
2545435	viral
2545436	viral
2502429	viral
2283291	viral
2545437	viral
2502432	viral
2502435	viral
2502436	viral
2023205	viral
2283302	viral
2283303	viral
2283304	viral
2502439	viral
2502442	viral
2283305	viral
2502445	viral
2502449	viral
2502455	viral
2502456	viral
2502457	viral
2502458	viral
2502459	viral
2502460	viral
2502461	viral
2502462	viral
2502463	viral
2502464	viral
2502465	viral
1556290	viral
2905923	viral
2596675	viral
2502469	viral
2502466	viral
2502467	viral
2502470	viral
2502473	viral
2588490	viral
2502475	viral
2588487	viral
2961702	viral
2502478	viral
2502471	viral
2502472	viral
756275	viral
2502474	viral
2070199	viral
2201421	viral
2502476	viral
2502479	viral
2502480	viral
2973522	viral
2502483	viral
2502484	viral
2502482	viral
756276	viral
2834266	viral
2742108	viral
756278	viral
407392	viral
2742113	viral
2588514	viral
2506594	viral
2969442	viral
2969441	viral
2742112	viral
2588515	viral
2588518	viral
2801512	viral
2801514	viral
2801513	viral
2588517	viral
642926	viral
1273711	viral
1873777	viral
2801523	viral
2871158	viral
2871159	viral
2801530	viral
536444	viral
2494333	viral
536446	viral
1197951	viral
2047876	viral
536453	viral
536454	viral
2662277	viral
2994057	viral
2926475	viral
1273743	viral
1034128	viral
2593331	viral
1273746	viral
536466	viral
1273748	viral
2592658	viral
2996116	viral
1034132	viral
1034134	viral
536464	viral
536472	viral
1785753	viral
2565653	viral
536474	viral
536473	viral
2856860	viral
2565654	viral
2593334	viral
2565655	viral
1701800	viral
2565656	viral
1701802	viral
3028910	viral
3028911	viral
2723762	viral
2565658	viral
309181	viral
2832318	viral
2826175	viral
2832320	viral
2832321	viral
2565661	viral
942016	viral
411475	viral
649753	viral
742738	viral
1073358	viral
2565662	viral
2826184	viral
2910155	viral
2565664	viral
2832339	viral
2832340	viral
2740181	viral
2740182	viral
2565665	viral
2832338	viral
2832341	viral
2565666	viral
2502481	viral
1400796	viral
2721756	viral
2721757	viral
2565667	viral
2721760	viral
1873888	viral
2928613	viral
2565668	viral
2928614	viral
2928615	viral
2928617	viral
2928616	viral
2565669	viral
2971625	viral
2928618	viral
2928619	viral
2928620	viral
2565670	viral
2928621	viral
2928622	viral
2928623	viral
2928624	viral
2565671	viral
2928625	viral
546807	viral
2928626	viral
2928627	viral
2762280	viral
2928628	viral
2928629	viral
546806	viral
546805	viral
2565673	viral
